,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
7314,x,s,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
8104,k,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,n,v,l
7844,k,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,b,v,l
882,x,y,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,k,n,g
5555,x,s,w,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,u
7626,x,s,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,s,g
5851,x,s,g,t,f,f,c,b,w,t,f,f,w,w,w,o,p,h,s,g
5749,f,s,g,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,v,u
3094,f,f,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
4887,f,y,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,p
3072,f,y,g,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,y,d
7421,k,y,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6981,k,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
8122,k,y,n,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
3956,x,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p
7068,k,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
2790,f,f,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d
3414,f,f,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
591,x,s,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
5347,f,s,g,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,v,u
998,b,s,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
7584,b,f,w,f,n,f,w,b,g,e,k,s,w,w,w,t,p,w,s,g
7436,k,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
7296,k,y,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
2363,x,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,y,d
96,f,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,g
1184,x,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,s,g
4195,f,f,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d
3532,f,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
6037,f,y,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
5097,b,y,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,g
2030,x,y,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,v,d
1295,x,s,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
2667,x,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
518,x,y,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,s,g
7282,k,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
2936,f,f,g,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,v,d
842,b,s,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,s,g
662,x,y,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,s,g
7418,k,f,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
4442,x,y,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,p
2040,f,f,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d
4343,x,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,g
2471,x,f,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d
5478,f,s,g,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,g
2320,x,y,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d
6397,f,y,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
868,x,f,g,f,n,f,c,n,p,e,s,s,w,w,w,o,p,n,y,u
1936,f,s,w,t,l,f,w,n,n,t,s,s,w,w,w,o,p,u,v,d
6066,f,s,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
4874,x,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,p
1586,x,f,n,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
6724,x,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
183,x,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
6185,f,s,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
3489,f,y,g,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
1262,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,g
7075,k,s,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
426,f,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,y,p
496,f,f,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,n,a,g
3931,f,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,g
8055,b,f,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
4578,f,y,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,d
1147,x,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
7700,k,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
2351,f,y,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,u
2254,x,y,n,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d
1078,f,f,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,s,g
2086,f,f,n,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,s,g
6124,f,y,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
4090,x,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,d
1655,f,s,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
2727,x,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d
1060,f,s,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,a,g
2002,f,s,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,a,g
2558,x,y,g,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,v,d
507,f,s,n,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
869,x,s,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,n,g
6476,x,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
3476,f,f,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,y,d
8039,k,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
121,x,y,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
2256,f,y,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d
7111,k,y,n,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d
6649,f,y,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
7586,b,s,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,s,g
5382,f,y,b,t,n,f,c,b,e,e,s,s,e,w,w,t,e,w,c,w
1605,f,f,n,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
7824,k,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
225,b,y,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,s,g
4476,x,y,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,p
1114,f,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,s,g
6576,f,s,n,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
7980,k,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
2985,f,y,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d
6550,k,s,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
4688,x,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,g
1005,x,s,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,a,g
623,f,y,y,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,s,p
5221,x,y,p,t,n,f,c,b,w,e,s,s,e,e,w,t,e,w,c,w
2307,x,f,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
5159,f,s,g,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,g
4979,x,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p
5706,x,s,g,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,v,g
976,b,y,w,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,n,g
1523,x,f,n,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,s,g
6742,x,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
505,x,s,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,g
8114,f,y,c,f,m,a,c,b,y,e,k,y,c,c,w,n,n,w,c,d
3770,x,f,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
7961,k,y,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
7573,b,s,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g
6307,f,y,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6588,f,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
1264,x,f,n,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
1206,f,f,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,k,a,g
5984,f,s,g,t,f,f,c,b,h,t,s,f,w,w,w,o,p,h,s,g
4065,x,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d
2749,x,f,g,f,c,f,c,n,p,e,s,s,w,w,w,o,p,k,v,d
2460,x,f,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d
4053,f,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,p
7777,x,s,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g
7097,k,y,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
1455,f,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
4585,x,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,p
4793,f,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,d
2657,x,y,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,v,d
4405,f,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,d
5366,f,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
6626,x,s,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
4495,f,f,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,p
7051,b,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,y,c,l
2780,f,f,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d
7981,k,y,c,f,m,a,c,b,y,e,k,y,c,c,w,n,n,w,c,d
767,f,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,n,y,u
4997,f,f,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,p
6161,x,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
5363,f,y,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,d
5989,x,y,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
1440,x,f,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
4410,f,f,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
5427,x,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,p
7990,k,y,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
5762,x,s,w,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,v,u
5064,f,s,b,t,f,f,c,b,p,t,f,f,w,w,w,o,p,h,s,g
265,f,f,g,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
2718,f,f,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d
1920,x,f,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d
6169,f,y,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
4498,x,y,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
1074,f,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,s,p
4869,x,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
1225,x,f,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
1275,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,u
5266,x,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
3033,f,y,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,v,d
3699,x,s,p,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,v,d
5154,x,y,n,f,n,f,c,n,w,e,k,y,w,y,w,o,e,w,v,d
6685,x,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
3616,x,f,p,f,c,f,w,n,u,e,s,s,w,w,w,o,p,n,s,d
7837,k,s,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
343,f,f,y,t,a,f,w,n,p,t,s,s,w,w,w,o,p,n,v,d
555,f,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,y,p
1414,f,f,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
4230,x,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d
1305,f,s,g,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,s,g
5460,f,s,b,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,g
1201,x,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
5503,k,s,p,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w
1241,x,s,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
6575,x,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
5250,x,s,w,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,v,g
7609,x,f,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
1464,x,f,n,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,s,g
1665,x,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,s,g
6038,b,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,c,l
1362,f,f,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
4325,f,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,p
2135,x,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,y,d
3447,x,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d
663,x,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1,x,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,n,n,g
1942,x,f,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d
6345,x,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
5484,x,f,y,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,d
6280,f,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6368,f,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
4976,f,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,g
3366,x,s,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d
4645,x,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,p
7787,f,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
2196,f,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d
6868,f,y,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
4616,f,y,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,p
2385,x,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,d
5322,x,s,g,t,f,f,c,b,h,t,s,s,w,w,w,o,p,h,s,u
5072,x,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,g
7360,x,s,c,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p
4563,x,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,d
6428,x,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6190,x,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6457,x,s,n,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
7985,k,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,y,c,l
363,f,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,s,p
7911,x,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,o,v,l
7457,k,s,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
373,s,f,n,f,n,f,c,n,n,e,s,s,w,w,w,o,p,n,y,u
7089,k,f,g,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,n,g
625,x,s,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
1254,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
1594,x,f,g,f,n,f,w,b,n,t,f,f,w,w,w,o,e,k,s,g
1981,x,f,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,s,g
1340,x,s,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
895,x,y,n,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,g
4960,x,y,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,d
4422,x,y,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,g
6662,k,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
3899,f,f,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
247,x,y,w,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,s,m
7966,b,s,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,n,g
6282,x,y,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
3178,f,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
2114,x,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
6032,x,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
1841,f,f,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,a,g
6859,f,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
5640,k,s,n,t,n,f,c,b,e,e,s,s,w,e,w,t,e,w,c,w
8107,x,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,n,c,l
5500,x,s,b,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,s,u
1705,x,f,n,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
6259,k,y,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
8102,x,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,c,l
5564,x,s,w,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,u
4888,f,y,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
7322,k,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
7567,k,s,n,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
5829,f,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,d
6276,x,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
285,f,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,s,g
3492,x,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,g
4205,x,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d
4340,x,y,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g
529,f,y,y,t,a,f,c,b,w,e,s,y,w,w,w,o,p,n,y,p
5352,f,y,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d
7840,f,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,b,v,l
1807,x,f,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d
2983,x,f,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d
413,x,y,y,t,l,f,c,b,n,e,s,y,w,w,w,o,p,k,y,g
934,x,f,n,f,n,f,c,n,n,e,s,s,w,w,w,o,p,k,y,u
3750,x,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,p
3612,f,y,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d
1259,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
3337,x,f,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,v,d
4390,x,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g
6148,x,s,n,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
438,b,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,n,m
7330,k,y,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
8074,b,f,g,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g
2940,x,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,v,d
5115,x,s,g,t,f,f,c,b,h,t,s,f,w,w,w,o,p,h,s,g
7274,k,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
7265,f,y,n,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d
7819,k,y,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
1436,b,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,n,m
1652,x,s,n,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,s,g
7667,k,s,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
4693,x,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,g
5256,x,s,w,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,g
2669,x,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,y,d
2990,x,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d
1550,f,f,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,a,g
4595,f,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,g
7740,k,s,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
4367,f,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d
1018,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,g
6211,f,s,n,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
2304,x,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,v,d
2970,f,f,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
5573,x,y,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
797,x,s,w,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,s,g
3413,x,f,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,v,d
6438,f,y,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
3995,x,y,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,g
5046,f,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p
7036,x,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,v,l
2830,x,y,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d
1788,x,s,g,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,s,g
2740,x,y,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
7949,k,s,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
4072,f,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,p
4751,x,y,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,d
2514,f,f,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
7656,f,y,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
7372,k,s,g,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g
7556,k,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
6983,x,s,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
4951,f,s,b,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w
5472,b,s,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,g
7162,b,s,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g
4769,x,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p
3873,x,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,d
1428,f,y,n,t,l,f,c,b,n,e,s,y,w,w,w,o,p,k,s,p
5780,x,y,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
2975,x,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d
5074,x,y,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
7450,x,f,g,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,s,g
6045,x,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
3125,f,y,g,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,y,d
6997,k,f,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g
2247,x,f,g,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,a,g
6660,b,f,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
1303,x,f,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
4647,f,y,u,f,n,f,c,n,h,e,s,f,w,w,w,o,f,h,v,d
447,f,y,n,t,l,f,c,b,n,e,s,y,w,w,w,o,p,k,s,g
7313,k,y,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
3011,f,y,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,y,d
4369,f,y,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,p
2854,f,f,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d
7706,c,y,y,f,n,f,w,n,w,e,y,y,y,y,y,o,e,w,c,l
3079,f,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
5934,f,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,s,g
48,x,y,y,t,l,f,c,b,n,e,s,y,w,w,w,o,p,n,s,p
7674,b,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,v,l
